Text,Sentimen
Pngn cerita saya jg pernah disinggung hal yg sama Mana maksa ngmngnya Setelah itu? Orgnya saya blokir Buat yg bilang saya baperan Bodoamat Situ peduli apa dgn kesehatan mental saya,Positif
Nah itu kembali ke cara orang tua mendidik anaknya Kasih kesadaran ke anaknya bahwa dananya tidak ada sudah dan ya harus bisa wong memang kondisinya begitu Anak saya jangankan wisuda jajan aja kalau saya sedang hari kepepet nasional ya saya bilangin tidak bisa ya sudah Mau beli barang harga 20k aja anak saya pun akan tanya Is it ok ibu? pdhl ya kalo segitu saya bisa banget beliin Its parents job to give understanding regarding family matters Nggak semua orang paham soal kesehatan mental dan itu bukan salahmu Kadang mereka cuma lihat luarnya doang Kok lemes terus sih? Kenapa sih overthinking mulu? Padahal yang kamu rasain jauh lebih rumit dari yang bisa dijelasin Tapi ingat ketidakpahaman orang lain bukan alasan buat kamu nyalahin diri sendiri Bukan tugasmu buat bikin semua orang ngerti Tugasmu cuma satu Jaga dirimu sendiri Biarin orang lain belajar pelanpelan sambil kamu fokus ke healingmu ?,Positif
Ga bisa disebutin lagi karena sangking banyaknya Ntah aku yg malas bersih bersih Atau efek dari sayang dibuang manatau nanti perlu Ternyata semua ini mempengaruhi kesehatan mental dan emosional aku Setelah semingguan ini berberes beres memang hati dan pikiran serasa lebih plong MasyaAllaah Usahakan jaga kewarasanmu terutama di tengah tekanan yang datang dari berbagai arah  Hidup ini sering kali penuh tantangan dan menjaga kesehatan mental adalah bentuk cinta terbesar untuk dirimu sendiri  Luangkan waktu untuk beristirahat refleksi atau sekadar menarik napas  Ingat kamu tidak harus sempurna di mata semua orang yang terpenting adalah tetap utuh untuk dirimu sendiri ,Positif
Salam kenal? Aku Ika Vihara Penulis yg menggabungkan romance yang manis dengan STEMScience Engineering Technology and Mathematics kesehatan mental dan tema penting lain Hingga hari ini aku telah menerbitkan15 novel Pembaca bilang novelku menambah pengetahuan Editor bilang cerita yang kutulis 'dalam' dan 'terpercaya' Aku menulis di antara gangguan kecemasan  depresi Terima kasih sudah mampir ke sini Banyak teman baru?“š?,Positif
Gue gak kenal mereka Tapi katakata itu nancep banget Mungkin karena terlalu banyak orang yang berpikir kesehatan mental = gak waras Padahal enggak sesederhana itu Mulai sekarang gausah ngurusin yang nggak penting cukup bahagiakan diri sendiri dan mencintai diri sendiri Ingat kita bertanggung jawab atas kesehatan mental kita sendiri ya beb,Positif
Afirmasi hari ini  Aku belajar mengenali relasi yang baik  Relasi yang baik ditandai oleh saling menghormati saling mendukung dan kejujuran  Aku berhak memiliki hubungan yang sehat di mana aku merasa nyaman untuk jadi diri sendiri dan terus bertumbuh  Jika relasi itu justru menguras emosi atau merusak kepercayaan diri aku berhak menjaga jarak  Kesehatan mental dan kebahagiaanku adalah prioritas ?,Positif
“ Memang tidak semua orang layak jadi teman akrab¦ Kadang cukup kenal sapa dan senyum aja udah cukup Bukan soal sombong tapi soal menjaga energi dan kesehatan mental Pilih circle dengan hatihati dekatkan diri dengan yang memberi dukungan bukan yang toxic Ingat kualitas lebih penting dari kuantitas,Positif
Bullying dalam bentuk apa pun tidak seharusnya menjadi bagian dari pendidikan apalagi dalam lingkungan medis yang seharusnya mendukung dan menguatkan Tekanan akademis dan klinis sudah cukup berat apalagi jika ditambah dengan lingkungan yang tidak mendukung Ini bisa merusak kesehatan mental yang pada akhirnya bisa berdampak fatal seperti yang terjadi di kasus ini The Power of Smile,Positif
udah ga ada energy lagi untuk menghadapi halhal yang bikin sakit hati Udah waktunya belajar bodoamat biar tetep waras terjaga tuh kesehatan mental diri sendiri,Positif
Afirmasi hari ini  Hidup ini perlu keseimbangan  Aku menyadari pentingnya membagi waktu antara kerja dan istirahat tujuan dan kesenangan serta memberi dan menerima  Dengan keseimbangan aku bisa menjaga kesehatan mental dan fisik serta menikmati proses tumbuh tanpa merasa kewalahan  Aku berhak merasakan ketenangan dalam kesibukan ¨,Positif
Aku pernah tinggal sama seseorang yang menimbun kucing selama bertahuntahun Kucingkucingnya buang kotoran dan pipis sesuka mereka Aku merasa tinggal di tempat yang kotor banget Dia punya tiga kotak pasir tapi punya sekitar 78 kucing? Kotak pasirnya nggak pernah dibersihin Dia cuma numpuk hewan bukan cuma kucing aja Itu rumah mantanku Aku cuma ngurung diri di kamarnya Seluruh ruang cuci baunya kayak urin kucing Hal kayak gini tuh benerbener memicu trauma Itu adalah orang yang mengalami krisis kesehatan mental dan hidup dalam kotoran Aku turut sedih tempat sewamu jadi rusak   Orang bilang aku sombong tapi menurutku itu kurang tepat Aku cuma batasi diri dari orangorang toxic dan jaga jarak supaya nggak kebawa energi negatif mereka supaya aku bisa jaga kesehatan mental dan emosiku  Menurut kamu gimana?,Positif
Afirmasi Ramadan  13  Aku tidak akan memendam emosi tapi belajar mengelolanya dengan sehat  Membiarkan perasaan menumpuk hanya akan melukai diriku  Dengan berbicara pada orang terpercaya menulis jurnal atau berolahraga aku belajar memahami dan menyalurkan emosiku dengan cara yang positif  Aku berhak atas ketenangan batin dan kesehatan mental ¨,Positif
Menjaga kesehatan mental itu seperti menjaga kebun tanam yang baik dan cabut yang tidak perlu,Positif
Laaaaah bawa bawa kesehatan mental kalau tidak kuat mental ya keluar Masa mau beda bedain,Positif
Your mind is a powerful thing Jagalah kesehatan mental mu dengan baik Prioritaskan Aku tau zaman now 'depresi' lagi trending banget tapi sebaiknya jangan suka sok depresi Depresi bukan sesuatu hal yang bisa dipermainkan Kalau memang depresi cari bantuan profesional Kalau gak mau cari bantuan be strong then Jujur kamu gak punya pilihan lain selain menjadi lebih kuat,Positif
Klo mau membenahi urusan negara  merasa wapres tidak sesuai harapan knpa harus memgusulkan utk di ganti ? Knpa tidak di panggil dan di beri arahan dan nasehati Klo merasa diri lebih baik Klo minta lansung di copot dari hasil pemilihan Rakyat kan timbul pro dsn kontra Maksud nya baik bisa jadi tuduhan makar golongan sakit hati  orang orang yg memaksakan kehendak Baik buruk itu tidak diukur dari umur Sorry to say jaman dulu informasi mengenai hak dan kewajiban dlm pernikahan tentang KDRT dan kesehatan mental belum sebanyak sekarang paling cuma dr mendengarkan ceramah yg isinya patriarki atau misoginis Ditonjolkan bahwa bertahan dalam kesakitan pernikahan dijanjikan masuk surga misalnya Padahal masuk surga pun ada banyak cara bahkan ada yg 'mudah' spt banyakin senyum saja sudah sodaqoh nambah pahala? nah ngapain harus memilih menderita lahir batin?,Positif
Olahraga itu bukan hobbyku sumpah aku lakukan semua awalnya karna terpaksaa Terpaksa pgn cantik terpaksa karna pgn sehat tapi lebih ke terpaksa buat kesehatan mental tolonggg jadi yg sering komen keren bgt hohi olahraga nggaaaaakkk aku ga hobi Kalo hobi aku suka makan bobo nonton apalagi makan sambil nonton selflove,Positif
Pikiran yang sehat itu fondasi hidup kita semua dimulai dari sana  Kalau pikiranmu kacau fokus hilang energi terkuras dan apa pun yang kamu lakukan terasa berat  Jaga kesehatan mental sama pentingnya dengan kesehatan fisik  Luangkan waktu untuk refleksi selfcare dan istirahat  Pikiran yang tenang bukan cuma bikin hidup lebih ringan tapi juga bikin kamu lebih kuat menghadapi apa pun ¨,Positif
Akunku aman2 aja sihyg dm jg masih sopan2pling tanya orang manatanya status itu wajaryg commet pun msih wajarkarena aku liht bnyak yg bikin utas di tipu lahdi DM nggk senonohatau di hate commet itu pun wajar namanya sosial media di real life kita jg nggk semua orang suka klo ad yg  macem2 mahdelet cut of atau blok buat kesehatan mental kita jg,Positif
Mental state of corporate America period Alihalih menghadapi emosinya dengan sehat mereka mencari pelampiasan yang instan melalui katakata kasar bahkan tanpa sadar menciptakan kebiasaan destruktif Kebiasaan ini bisa menjadi adiktif karena memberikan 'rasa puas' sementara tapi sebenarnya malah memperburuk kesehatan mental mereka sendiri  Penting untuk diingat melampiaskan emosi dengan cara yang merugikan orang lain bukanlah solusi,Positif
Setuju Sebagai informasi cancel culture itu tidak sama dengan hate comment ya Dengan kita tidak menonton tidak react tidak share itu sudah termasuk cancel culture Tidak perlu hate comment krn bisa berlanjut ke bully Bullying juga tidak baik untuk kesehatan mental Biarlah org yg dicancel menjalani hidupnya dengan tidak terkenal lagi ‚ Pesan sebelum tidur  Istirahat itu investasi Bukan berarti malas tapi memberi tubuh dan pikiran waktu untuk pulih  Semakin sering kamu mengabaikan istirahat semakin besar utang yang harus dibayar tubuhmu nanti  Tidur yang cukup jeda dari kesibukan dan waktu untuk diri sendiri adalah bentuk investasi jangka panjang untuk kesehatan mental dan fisikmu  Malam ini berikan dirimu waktu istirahat yang layak Bangun esok dengan semangat yang baru  Selamat malam ’,Positif
Kakkkk Aku paham bgt apa yg kamu rasa Ibumu sama seperti ibuku kak ibarat nya sering menceritakan hal buruk untuk kita sebagai anaknya huhu aku sampe rela misah rumah demi kewarasan ku Setelah nikah aku sengaja tinggal bareng karna kasihan ibu cuma sm adikku tp aku selalu salah dimatanya kakº semua tetangga sampe tau aib2kuuuuº tp skrg aku agak lebih lega karna sudah pisah rumah Demi kesehatan mental lebih baik misah kak Ketika sebuah hubungan tidak lagi berjalan secara simbiosis artinya ada ketidakseimbangan dalam memberi dan menerima Jangan takut untuk mengevaluasi kembali karena hubungan yang sehat adalah tentang saling mendukung bukan hanya satu pihak yang terus berkorban  Terkadang melepaskan atau membangun batasan adalah cara terbaik untuk menjaga kesehatan mental dan emosionalmu Ingat kamu berhak untuk merasa dihargai dan diperhatikan ¿,Positif
Gapapa kalau mampu yaaa ingat KALAU MAMPU SAJA Kesehatan Mental Financial udah cuma mau bilang itu Ada ibu yg sdh beli alat pumping macem2 dan printilannya tp ttp gabisa produksi asi maksimal Ibu itu memilih menjaga kesehatan mental  fisiknya walau dgn berat hati hrs memberi anaknya tambahan sufor Bs memberi asi eksklusif itu nikmat Tuhan yg tak terkira Tp jgn judge ibu2 yg ngasi anaknya sufor dgn label malas berusaha Kalian gapernah tau apa yg sdh mereka usahakan Gaada yg salah dgn pilihan seorang ibu utk mengutamakan kesehatannya agar ia bs mengurus anak dan keluarganya dgn baik,Positif
Menyukai seseorang dengan begitu dalam bisa membawa kebahagiaan sekaligus kesedihan  Perasaan ini mengajarkan kita tentang keikhlasan kesabaran dan penerimaan Penting untuk menghargai emosi yang muncul dan menjaga kesehatan mental dalam prosesnya  Ingatlah bahwa setiap perasaan adalah bagian dari perjalanan hidup yang memperkaya jiwa Jangan ragu untuk berbagi perasaanmu dengan orang terpercaya ’”,Positif
Bertahan demi anakanak itu hal yang mulia tapi jangan sampai mengorbankan kesehatan mental dan harga diri sendiri  Kalau usaha kamu nggak dihargai mungkin saatnya berhenti bertanya apa lagi yang bisa aku lakukan dan mulai bertanya apa yang sebenarnya aku butuhkan?  Anakanak butuh ibu yang sehat fisik dan mental bukan yang terus terluka Kadang melepaskan itu bukan gagal tapi bentuk keberanian untuk memulai hidup yang lebih layak ¿ š ¸?Hatihati penyakit menular lagi marak ¸? Jaga baik kesehatan mental klean yaahh ’ª?’ª?,Positif
Banyak bilang kl itu basa basi Sebenernya beda ya antara basa basi dengan maksa Kalau basa basi itu cuma sebatas anak nya cuma 1 ? Ga nambah lg nih udahh stop sampe segitu Tp kenyataan banyak yg sampe merembet ke hal kasian kl cuma sendirian rejeki Allah yg ngatur kasian nanti kl ada apa2 nyesel  sini ono anak 1 uda 15 tahun kemudian nyesel krn bla bla bla Mleberrr kemana mana  Anak saya 1 Knp ga tambah krn saya dan suami menjaga kesehatan mental kita semua ‚ Jam kerja panjang bisa jadi tanda lingkungan kerja yang toxic lho Kalau terusmenerus kerja sampai larut sering bawa pulang tugas atau ngerasa nggak punya waktu buat diri sendiri itu sinyal bahaya,Positif
Makin kesini makin sadar bukan gen z yang rentan kena kesehatan mental Tapi karena banyak gen x dan baby boomer yang sok asik dan haus validasi Gen millenial jd jembatannya biar ga miskom sana sini cari solusinya juga Gen sandwich itu bener gen millenial Semangat para gen sandwich money mental logic,Positif
Oh I have but at the end of the day I still give the respect that they deserve and take accountability for my part and let them know what it is and what its not No one deserves to be wondering what they did wrong or what went wrong That ish really fs with peoples mental health Dorong dirimu untuk lebih aktif dan kreatif dalam kehidupan seharihari guna menjaga kesehatan mental,Positif
anak petani serba pas2 an tapi ortunya punya religiusitas yang baik anaknya dapat beasiswa lolos pns dan akhlaknya bagus Kehalalan uang yang digunakan untuk merawat anak dipercaya membawa keberkahan yang memengaruhi kesehatan mental anak Im proud of Haven M,Positif
Anak saya anak yg pendiam n penurut saya masukkan pesantren krn dia minta  dr kecil sekolahnya mmng sekolah agama  Biaya nya tdk murah Luka itu nggak sertamerta hilang seiring bertambahnya waktu  Kadang ia muncul kembali dalam bentuk overthinking susah tidur menangis tanpa sebab perasaan kosong atau kesulitan mengekspresikan diri  Luka yang nggak diurus nggak akan sembuh sendiri justru bisa makin dalam  Jangan anggap remeh jangan cuma berharap waktu akan menyembuhkan  Luangkan waktu untuk berobat karena kesehatan mental sama pentingnya dengan fisik ¿,Positif
Lingkungan tuh berpengaruh bgt buat kesehatan mental dan untungnya lo masih berada di lingkungan yang isinya orangorang baik ‡,Positif
justru demi anak jgn cabut laporan bikin kesehatan mental anak gk baik liat bapak model begitu  Ada orang yang miskin karena terjepit situasi tapi ada juga yang miskin karena emang punya mental miskin,Positif
Kata tidak mungkin cuma lima huruf tapi kadang terasa berat banget buat diucapin Padahal keahlian bilang tidak itu penting banget buat jaga kesehatan mental dan batasan diri  Nggak semua permintaan harus kamu iyakan dan nggak semua orang punya hak atas waktumu Jangan takut mengecewakan orang lain demi menjaga dirimu sendiri Ingat tidak adalah bentuk selfcare juga,Positif
Aku ga ngerti gimana cara komunikasi kalian dalam menyelesaikan masalah Aku kok yakin sudah sering kamu bicarakan hal ini baik2 ke suami tapi ga diindahkan sampai akhirnya keluar kata2mu yang menohok egonya sebagai laki2 Ambillah keputusan apapun yang kamu pikir baik untuk kesehatan mental dan keselamatan fisikmu 1 Ini suami bisa d tuntut d peradilan ko mba Somasi aja biar dia tau rasa tapi mba sama anak keluar dari rumah dulu demi keselamatan  2 Mending sama orang tua mba dulu demi kesehatan mental mba dan anak 3 Cerai juga gpp ko mba Kasian anaknya kasian mba nya,Positif
Berikut tiga cara efektif untuk meningkatkan kesehatan mentalmu 1Lakukan Perawatan Diri Secara Teratur Prioritaskan tidur yang cukup makan makanan bergizi tetap aktif dan luangkan waktu untuk kegiatan yang membuatmu bahagia atau rileks 2Terhubung dengan Orang Lain Bangun hubungan yang mendukung dengan menghabiskan waktu bersama teman keluarga atau kelompok pendukung Berbicara terbuka tentang perasaanmu dapat mengurangi stres dan mempererat koneksi 3Tantang Pikiran Negatif Latih mindfulness atau teknik perilaku kognitif,Positif
Halo temanteman Perkenalkan kembali aku Faizah yang merupakan seorang Penyintas KDRT Anak dan KS Aku penyintas PTSD panic attack and anxiety disorder sekarang aku mengidap MDD Aku mencoba aktif membahas perjalananku dalam pemulihan trauma menjaga kesehatan mental dan membangun hubungan sehat dengan diri sendiri serta orang lain terutama suamiku,Positif
Penyebab dirimu selalu dan selalu gelisah karena omongan orang lain selalu menjadi perhatian seriusmu sampaisampai engkau lupa memikirkan kesehatan mental dan kesehatan psikologismu Jangan tertekan sampai hidup ga tenang karena omongan orang lain abaikan,Positif
Iya setiap hari antara jam 10 malam sampai 12 malam Terlalu banyak mikir dan menganalisis sepanjang hari Khawatir terusmenerus kehilangan minat pada segala hal termasuk makan Menundanunda Stres Akhirnya aku kena masalah ginjal dan gangguan perut Kesehatan mental itu berpengaruh ke kesehatan fisik,Positif
Nggak salah sama sekali jika kamu memutuskan untuk berhenti sedekah ke seseorang yang sering menyakiti apalagi keluarga sendiri Sedekah seharusnya dilakukan dengan hati yang ikhlas dan tidak membuatmu merasa terbebani  Kamu masih terus bersedekah hanya saja menyalurkannya ke tempat lain yang menurutmu lebih tepat Itu tetap perbuatan baik kok Ingat menjaga diri dari energi negatif juga penting dan keputusan ini adalah bentuk menjaga kesehatan mental serta relasimu dengan keluarga  Mau berbakti boleh tapi lebih penting kesehatan diri untuk anak anak mbak Kalau nggk umrah nggk mati kok mama nya mbak Tapi kesehatan mental dan fisik mbak bakal jadi  domino untuk hari hari selanjutnya Terus mbak nggk bisa fokus ngapangapain semua salah dan nggk bener Terus uring uringanbadmood Trus anaknya mbak jd nggk punya ibu yang semestinya mereka dapet Hanya untuk menyenangkan ego ibu nya mbak,Positif
Di kantor jaga kesehatan mental itu penting banget Coba deh terapkan beberapa tips ini  Jangan bawa kerjaan ke rumah berani bilang 'tidak' kalau tugas overload seringsering istirahat kecil buat stretching atau sekedar hirup udara segar dan pastikan kamu punya circle di kantor yang supportive Jangan lupa juga buat take a break saat merasa overwhelmed Mental health comes first always ¿,Positif
Bismilah kesehatan mental harus terjaga bnyak ibadah dzikir tenang adem ayem,Positif
Awareness diskusi dan solusi untuk kesehatan mental pun makin banyak‘ There's something about getting outside slowing down and soaking in the beauty around you that can shift your whole mindset,Positif
Batasin bicara halhal yang sifatnya internal tentang kehidupanmu Nggak semua orang perlu tahu detail tentang masalah pribadi atau rencana masa depanmu  Kadang terlalu banyak berbagi bisa bikin rentan dan membuka peluang untuk disalahgunakan Pilih orang yang benarbenar bisa dipercaya untuk berbagi cerita Jaga privasi dan batasan karena itu penting untuk melindungi diri dan menjaga kesehatan mental Ingat nggak semua orang punya niat baik Bijaklah dalam memilih siapa yang layak mendengar,Positif
Jangan terlalu terpikat dengan kilau hidup di luar negeri Negaranegara seperti di Skandinavia memang sering dipuji karena standar hidup yang tinggi pendidikan gratis dan sistem kesejahteraan yang kuat Tapi di balik itu banyak orang yang mengandalkan obat penenang dan sering berkunjung ke psikiater Ini menunjukkan bahwa meskipun standar hidup tinggi kebahagiaan dan kesehatan mental tetap bisa menjadi tantangan,Positif
Saya paham banget rasanya ketika menghadapi situasi seperti ini bisa bikin mental kita benarbenar terkuras Sebagai dokter umum yang fokus mendalami kesehatan mental saya bisa mendengarkan dan mungkin membantu memberikan saran awal untuk menghadapi stres ini Saya di sini kalau kamu butuh teman bicara ? 10 Cara Sukses di Era Modern,Positif
Itulah menariknya kesehatan mental meski diagnosis sama cerita tidak pernah sama,Positif
Kondisi lain karena attachment issue sehingga merasa tidak cukup baik untuk dicintai Hubungan membangun tembok superficial dan cenderung menjauh memang tidak semua orang layak jadi teman akrab kadang cukup kenal sapa dan senyum aja udah cukup bukan soal sombong tapi soal menjaga energi dan kesehatan mental pilih circle dengan hatihati dekatkan diri dengan yang memberi dukungan bukan yang toxic ingat kualitas lebih penting dari kuantitas,Positif
kalo dia uda berani bentak atau berkata kasar sama kamu perlu di pertimbangkan lagi untuk lanjut ke hubungan yang lebih serius karena di hubungan yang masih di bilang pacaran aja dia uda berani kasar apalagi ke lebih serius lagi? mending kamu utamakan kesehatan mental daripada perasaan kamu ke dia Indahnya ciptaan Tuhan ¨,Positif
Bedain konsumen komplain utk progress kita dgn 'komplain' asal jeplak Kalo chat ini jelas intinya cari kesalahan sih ya baca2 reply seperti memang kearah si ibu2 ini berharap dpt bento gratis 30rb dpt 3 bento mana free ongkir Mba jualan apa sedekah? Jgn pke mikir ya mba blokir demi kesehatan mental? Bismillahirrahmanirrahim,Positif
Saya paham banget rasanya ketika menghadapi situasi seperti ini bisa bikin mental kita benarbenar terkuras Sebagai dokter umum yang fokus mendalami kesehatan mental saya bisa mendengarkan dan mungkin membantu memberikan saran awal untuk menghadapi stres ini Saya di sini kalau kamu butuh teman bicara ? Family  Friends Abuse comes in many forms,Positif
I feel you menjaga boundaries dengan orang tertentu memang bisa sangat sulit terutama saat kita masih punya keinginan untuk terhubung Di satu sisi ingin menjaga jarak tapi di sisi lain butuh kedekatan Yang penting diingat boundaries itu untuk menjaga kesehatan mental kita sendiri Tidak apaapa sesekali merasa lelah tapi ingat boundaries yang sehat adalah bentuk cinta dan penghargaan pada diri sendiri Pelanpelan akan terasa lebih mudah ¿ Kesehatan mental itu penting ,Positif
seorang perempuan yang selalu dibilang pemalas padahal dia sedang berjuang dengan kesehatan mental dia yang selalu menangis tanpa mengeluarkan suara merasakan sesak di dadanya sangat berisik isi kepalanya dan selalu menyalahkan dirinya sendiri namun saat di luar dia terlihat baikbaik saja bahkan tawanya paling keras,Positif
Mundur wir kadang seleksi alam untuk teman toxic itu perlu demi kesehatan mental,Positif
Memang tidak gampang tapi kesehatan mental bisa rusak jika terus memaksakan halhal yang ga bisa dikendalikan Kesehatan mental nomor satu do you want me meet women and have open discussions about growth business career self development mental health relationships and more? join our community Capital Sisterhood link in bio,Positif
Kesehatan mental itu penting bukan hanya untuk bertahan hidup tapi untuk benarbenar hidup,Positif
Salah satu upaya menjaga kesehatan mental kita adalah tidak 'kepo' dengan urusan orang lain yang tidak ada sangkut pautnya dengan diri kita,Positif
Kalau kita ada di lingkungan yang menyalahkan 'respon' kita terhadap situasi yang mereka ciptakan itu lingkungan toxic Jangan takut untuk keluar dari lingkungan tersebut untuk kesehatan mental kita sendiri Kamu berharga lebih dari apa yang kamu pikirkan kamu gak pantes diperlakukan seenaknya  Love ur self first,Positif
Selalu ngingetin ke diri sendiri  sejahat apapun orang itu Jangan pernah dibalas jangan pernah menaruh dendam Cukup diam jaga jarak tinggalkan ingat kesehatan mental itu penting penting Allah tidak pernah tidur,Positif
Mau sehat jiwa sampai tua? Mulai sekarang dong Jangan cuma fokus kerja atau kuliah sisihkan waktu buat metime dan recharge Stop overthinking halhal kecil belajar kelola stres dengan bijak Kelilingi dirimu dengan orangorang positif jauhi yang toxic Olahraga rutin makan sehat dan tidur cukup biar otak tetap fresh  Jangan lupa asah hobimu itu bikin hidup lebih berwarna Kalau lagi berat gak ada salahnya minta bantuan profesional Ingat kesehatan mental itu investasi jangka panjang,Positif
beginilah wanita jika sudah berdamai dengan rasa kecewanya tak ingin lagi mengulang kekecewaan yang sama yang bisa ia lakukan adalah menyibukkan diri untuk menjaga kesehatan mental dan menyembuhkan lukaluka di hati,Positif
Kesehatan keharmonisan dan lingkungan juga termasuk rezeki rezeki bukan hanya uang kalo menurutku kak Tuhan kuatkan kesehatan mental kami di bulanbulan mendatang,Positif
Wallahualam yaa  Ad tetanggaku hidup sehat selalu berhati2 main badminton langsung meninggal ada juga saudara gaya hidup gak sehat sampe skg gak mati2 Tapi sebagai manusia berakal ya sdh tugas kita jaga kesehatan yaa  Kalaupun masih sakit/apapun ya anggap penggugur dosa Demi kesehatan mental jauhi halhal yang membuatmu tidak bahagia Setuju yaa,Positif
Karena sekarang makin banyak yg sadar pentingnya menjaga kesehatan mental ibu agar menghasilkan anak yg sehat lahir batin,Positif
Kesehatan mental itu bukan cuma soal personalindividu Tapi juga lingkungan termasuk politik Saya ajak ngobrol Andhyta F Utami tentang politik demokrasi kebijakan publik,Positif
Alhamdulillah masih di beri nikmat kesehatan Adaaa banget siklus yang saling berhubungan antara uang dan kesehatan mental ,Positif
Aku percaya banyak orang tidak mengungkapkan isi pikirannya karena mereka takut akan reaksi atau kecaman dari orang lain Kebanyakan orang yang sedang mengalami gejolak emosional atau mental cenderung memendam semuanya sendiri karena merasa tidak ada yang akan menganggap serius apa yang mereka rasakan Mengakui apa yang dirasakan atau dipikirkan itu sulit apalagi saat mereka percaya bahwa tidak ada yang benarbenar mendengarkan  Jangan sabar mulu sesekali ngamuk dong biar rame  karena terlalu sering sabar juga nggak baik buat kesehatan mental,Positif
Perempuan kalau sudah capek dia tidak lagi memikirkan apapun kecuali menjauh Karena baginya kesehatan mental dan jiwa jauh lebih penting,Positif
ga maksd cari pembelaan atau empati tapi aku hampir sekali berada diposisi itu dan aku selalu denail gatau ya tp kadang mikir seumur hidup itu lama tapi klo pergi juga belum tentu aku akan dapat yang lebih baik dari dia sekarang aku lillahitaala aja bukan demi anak tapi segala mindsetku ku ubah demi menyelamatkan mental ku anakku dan rumah tangga ku Hai temanteman perempuan Aku sedang membangun komunitas   bagi kalian yang  menyukai psikologi/kesehatan mental  fokus isu perempuan terutama korban kekerasan  tertarik pada remaja dan anakanak  ingin menyuarakan terkait disabilitas Boleh connect sama aku yuk,Positif
Males ketemu orang baru basa basi  semakin bertambah umur asik sendiri pentingin kesehatan mental dan pikiran itu penting pengen awet muda… Banyak drama  bertengkar nguras energi„,Positif
Kenapa tidak menjadi perhatian org tuanya kesehatan mental anaknya ????? Sebelum anak kena sanksi diperingatkan berkali2 dan sudah tahu aturan sekolah Knp tidak di indahkan ???? Malah nunggu diberi sanksi baru mempertanyakan masalah mental ??? Siapa yang jaga mental guru2 ini buk ??? Biar tetap sehat supaya bisa mengajar dengan hati riang dan gembira ??? Ikuti,Positif
Sakit hati bisa menyebabkan kematian jga Baik itu dari mental maupun organ kita yg jd rusak Udh byk penelitiannya Kamu hebat kak sudah mau berobat dan berusaha untuk sembuh Undangundang yang melarang anak di bawah usia 16 tahun menggunakan media sosial resmi disahkan di Australia Undangundang disebut diterapkan demi melindung kesehatan mental anakanak,Positif
Aslinya saya sbg pengidap OCD susah payah ngumpetin masalah mental saya Agak ga paham sama orang jaman skrg menempatkan isu kesehatan mental tidak pada tempatnya Gagal itu relatif  seringkali kita cuma belum nemu jalan yang cocok dengan diri sendiri,Positif
semakin dewasa wanita akan memilih lakilaki yang akan dijadikan suami bukan dari fisik pangkat atau jabatan tetapi tentang bagaimana dia menghargai wanita membahagiakan dan bersyukur dengan wanitanya masalah harta bisa dicari berdua masalah fisik bisa diubah seumur hidup itu lama jadi lebih mentingin  kesehatan mental dan ketenangan hati,Positif
What is not my privilege atau my risk factor/ faktor resiko saya adalah karena punya riwayat Depresi Klinis 2x di usia 17 dan 28 tahun Maka memang merencanakan kehamilan dan kapan punya anak benarbenar dipersiapkan diatur Utamanya menunggu acc Psikolog Klinis karena butuh fondasi kondisi kesehatan mental stabil dulu sebelum merencanakan kehamilan Selamat masa kehamilan pun masih konsultasi rutin dengan Psikolog karena punya resiko untuk Post Partum Depression,Positif
Saya dulu jarang solat karena tinggal di laur negeri yang susah mencari tempat solat dan wudhu kemudian saya merasa kurang bahagia setelah kembali ke tanah air saga mulai mendirikan solat lagi Yang saya rasakan ketenangan batin dan kewarasan psikologi saya terjaga Penyakit orang yang tidak solat adalah tidak tenang hidupnya tidak pernah merasa cukup akhirnya larinya ke kesenangan duniawi yang dipikir bisa menjadi exit gateway Malahan batin makin hancur  kesehatan mental makin memburuk Hba1c harus dijaga selalu dibawah 55 jangan liat gula darah sewaktu Kalo mau liat sehat secara simple liat hasil Hba1c  tensi minimal dua duanya harus normal Dan bisa diliat dari kondisi kulit karena gangguan kesehatan bisa tercermin dari kulit Misalkan diabet/ prediabet sering muncul milia/ kutil di leher  wajah Dan usahakan vitamin D harus tinggi karena pengaruh ke kesehatan  mental health ‘,Positif
Kamis thriller ini kejadiannya terjadi di keluarga temen suami Inilah pentingnya cek kesehatan mental secara berkala baik itu untuk diri sendiri Maupun untuk keluarga Gak kebayang sedihnya laki gua karena kejadiannya nimpa sobat ngebandnya  Gua ceritain dari POV laki gua aja dah Begini ceritanya ¬‡¸?¬‡¸?,Positif
Tidak semua istri memiliki tempat untuk berbagi cerita Akhirnya mereka sering terjebak dalam lamunan dengan tatapan hampa Kasur menjadi tempat ternyaman Dan bantal menjadi saksi bisu dari segala kesedihan Diam dan menyimpan semuanya sendiri adalah pilihan yang diambil Hanya demi menjaga kesehatan mental dan kewarasan pikiran,Positif
Jaga Worklife Balance Terlalu lama fokus kerja bisa membuat burnout Pastikan untuk meluangkan waktu untuk istirahat dan menjaga kesehatan mental Hidup seimbang akan membuatmu lebih kreatif dan produktif,Positif
Pola pikir saya berbeda dengan kebanyakan orang Itu sebabnya saya tidak bergaul dengan banyak orang Bukan berarti saya tidak menyukai kebersamaan Tapi bagiku Menjaga kesehatan mental itu penting Saya hanya betah dengan orang yang sepaham,Positif
